dtref,Risk Factor - Nefin - Rm_minus_Rf - Retorno de Mercado,Risk Factor - Nefin - SMB - Size,Risk Factor - Nefin - HML - Value,Risk Factor - Nefin - WML - Momentum,Risk Factor - Nefin - IML - Iliquidez,Risk Factor - Nefin - Risk_free - Livre de Risco
2001-03-02,0.0087122218683362,0.00029605161398649216,-0.01214170828461647,0.007376945577561855,-0.006295806262642145,0.000561663880944252
2001-03-05,-0.006415085401386023,0.009860176593065262,-0.0050755031406879425,0.008291445672512054,-0.0031100225169211626,0.0005620085285045207
2001-03-06,-0.007690466940402985,-0.0014165653847157955,-0.010961582884192467,0.018671568483114243,-0.011617137119174004,0.0005613191751763225
2001-03-07,0.00972176343202591,0.0008729733526706696,-0.0033976389095187187,0.01298582274466753,0.0027952087111771107,0.0005613191751763225
2001-03-08,-0.0055387686006724834,-0.016306359320878983,0.005249611102044582,0.011136440560221672,-0.015158932656049728,0.0005623531178571284
2001-03-09,-0.004930262453854084,0.006273992359638214,0.002917809411883354,-0.009004220366477966,0.0014576136600226164,0.0005609744694083929
2001-03-12,-0.03796751797199249,0.011395106092095375,0.0260991919785738,0.00644344836473465,0.004170797765254974,0.0005620085285045207
2001-03-13,0.0018010190688073635,0.0016324275638908148,0.007795920595526695,-0.008032776415348053,0.0067855785600841045,0.0005644201883114874
2001-03-14,-0.01798948086798191,-0.01830928772687912,0.0008056201040744781,0.004959985613822937,0.0037939008325338364,0.0005685511277988553
2001-03-15,-0.014460728503763676,-0.00523090036585927,-0.0075904130935668945,-0.0010096419136971235,-0.008740918710827827,0.0005987144540995359
2001-03-16,0.006094168405979872,0.008448418229818344,0.003782937303185463,-0.014309978112578392,0.014941874891519547,0.0005983729497529566
2001-03-19,-0.022091925144195557,0.0020393263548612595,0.0033381134271621704,0.0034806057810783386,0.004854368045926094,0.0006232248852029443
